split,image,reason,num_boxes
train,/content/American-Language-1/train/images/A-58-_jpeg.rf.9cd0b56e64e05659a36e1ab8706bbd35.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A-60-_jpeg.rf.4030ad390bc8a06ad45188e7e31ed49c.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A-60-_jpeg.rf.da3647592bf03961f9b6ca6a879dd7d9.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A-60-_jpeg.rf.dc61065eac4df7737bcc99ce7fd0ba93.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A-61-_jpeg.rf.97be088389e53d3b06ee4503df62e09f.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A-61-_jpeg.rf.ac6513881fa2101045276134f93b38e7.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A-62-_jpeg.rf.7b009993dbd802252c03402b93e5e3de.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A-64-_jpeg.rf.5197f192690b179367cef7fe5ac17ef0.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A-64-_jpeg.rf.c6b244fb46bab2a51effd64e47e0c526.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A-64-_jpeg.rf.f0147229b0b1734660bf8eeb92ff15c4.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A-66-_jpeg.rf.9c69949da3e8e3f05e443ac126942614.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A-66-_jpeg.rf.b8e86b1e550d743e029c4c83e27f507b.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A-66-_jpeg.rf.ff56d309aee91edb2ade5706a302491f.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A-67-_jpeg.rf.aea8f7aa238c5f2e2729ded74d79e415.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A-67-_jpeg.rf.ebeeaacfde2a638a0733c309b143c608.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A-67-_jpeg.rf.f9386a498be272fd6e267fae56a7313c.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A-69-_jpeg.rf.3c846d736c51ab9adcc078ec48e0b725.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A-69-_jpeg.rf.a7e843c492445f4c0460cd352e7a445c.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A-7-_jpeg.rf.7a7d7ffff2754a72d8f5a16113172d9d.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A-7-_jpeg.rf.b2cc84dfb29ba9ff772d88b2c3a35325.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A-70-_jpeg.rf.060b09bb605a226605def981f212113b.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A-70-_jpeg.rf.19a4b37b92cd1e6ce355b237fef53488.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A-70-_jpeg.rf.d61e82aef8565bbe04da899f45e06107.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A-8-_jpeg.rf.9636be230de0cf99317398d80b493ad2.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A-8-_jpeg.rf.e3f1b901aef4564bc1f15eb09d94d996.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A-9-_jpeg.rf.4763682c8aa35498658174e64d37b931.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A-9-_jpeg.rf.ad2daa2f413c5cd6b0651479514bfb60.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A-9-_jpeg.rf.e7d57b0b4c2c730ca3ca15cb77a32faf.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A0_jpg.rf.087caf8930c0abbda17c8d09e81317eb.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A0_jpg.rf.9c13f61b10391b6ab92593ba458d20b4.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A0_jpg.rf.a96e1e7fa8da55208d4437029333eb75.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A0_jpg.rf.b9767a1453125ff14cf7bf3fe53e9538.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A11_jpg.rf.49dd6269e479b99f034377d38ea25891.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A11_jpg.rf.8489f161cdeb21b796ba027a96524c5c.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A11_jpg.rf.d9d3501a70a17eb240db5b92c9051fc9.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A15_jpg.rf.9a25de8c62c812d146a77a08f2e722ce.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A16_jpg.rf.08ed015b95a9215685cf7c825097f557.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A16_jpg.rf.0f7a1b6ad36cd22dcbe5a2d6e27ce3e8.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A17_jpg.rf.3bf11350c19a415d729b8e299790fdaa.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A17_jpg.rf.6145c7659d746f4121116a7bff1ba7ce.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A17_jpg.rf.64550463f3cc568dab2e7b5618886e8f.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A18_jpg.rf.0ce8b6e09e5624c5a3610a5f0c5f3c6d.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A18_jpg.rf.ccc3d1733151ccab6846ae33f71c41a5.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A19_jpg.rf.ab4f3d0504534172025ad0e03fc98cd7.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A23_jpg.rf.0a8524753d9c744b51de91f17bd6281c.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A23_jpg.rf.23fa2d70c74509364947836b0370f59b.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A23_jpg.rf.3d64fc775fedc3bdc1730cb234d73c46.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A23_jpg.rf.f58f27e6888f420cb2c14392cf593526.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A24_jpg.rf.3167b03c6fa0e709f4764e6b51bb4b10.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A24_jpg.rf.964f92b912945c816bcff4bab410c8cd.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A24_jpg.rf.bf6fb6d781cfb8dbe418f802f53f33e4.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A25_jpg.rf.41fe92d6ac9f3ed493c69bda482168a0.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A25_jpg.rf.60a65da0ec66265c0695e070f8efcc05.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A25_jpg.rf.ac674502b44ef1a18ecfc9ff17cadd88.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A25_jpg.rf.f4ce4066d1146013c3f3e38b055cdc61.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A27_jpg.rf.43177c93fe3a8e6e986feb1324c6799d.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A4_jpg.rf.42e7ee113b0652ccda9f148b72973d7a.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A4_jpg.rf.8ea155790abd371bbab8a727fbab7c06.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A5_jpg.rf.a992381890bbf1c306e684ee30550027.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A5_jpg.rf.ba53d8e94a4e9e8138f1bf92312b01c2.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A5_jpg.rf.f6b882b2975a1a20cd7cc09803574f16.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A6_jpg.rf.93e3108c62e1d7ace8b4eec547ab8f9b.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A6_jpg.rf.cc654fb1f39f15842f1fd04ed79159b7.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A7_jpg.rf.eca050c464bb3354c415c564d1fc9a2f.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A8_jpg.rf.70e2fcfba29108f35050e915c490dc6d.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/A8_jpg.rf.ad37077731ea24f9aeaec59998d73ad1.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/B-12-_jpeg.rf.3c7bdcc3454a4c052cff10d3c4392c84.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/B-12-_jpeg.rf.81bd19d24de46a0668f00d43d66f6331.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/B-29-_jpeg.rf.d1385e989521fba09160adae5a5f7cf0.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/B-32-_jpeg.rf.cd3a4f45978eb0e9139ad5cf3f3bbada.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/B-39-_jpeg.rf.48f6bceb29b78a810218c97a65261fab.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/B-39-_jpeg.rf.c539ef39fde428b32b9dbdeddf711ffc.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/B-39-_jpeg.rf.ea5bd70420dc7fd0ba44cbb32116da58.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/B-40-_jpeg.rf.0774c1d550efdcc7d22951c2717d33d7.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/B-40-_jpeg.rf.950ebb91c6341906e883e9d75d6f4931.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/B-40-_jpeg.rf.e0651b72087450723ae162cf1460e4c0.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/B-41-_jpeg.rf.6e8a50bbf368c1a5407f4c11cb6f714c.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/B-41-_jpeg.rf.97cb51976dd0d2ef1b7cc77ff9cb30c3.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/B-42-_jpeg.rf.324138fdbeabb41c712b9dda06a49e8d.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/B-42-_jpeg.rf.e35688f80a348e69ed20956994afc516.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/B-8-_jpeg.rf.4f3f74e3c7bb1710ef2ddda4b3415811.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/B3_jpg.rf.06d236dfa99dbea60818a52ed7ce952f.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/B3_jpg.rf.89c5240a596fc4e9ce2a7734d40ad2b1.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/B3_jpg.rf.8e7460e354f7bf575dd22d7befae1af5.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/B3_jpg.rf.9165f1736b59d08d42c297bd40d02af0.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/B4_jpg.rf.0c2e6e644b10b499e7cefd4270da40cb.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/B4_jpg.rf.7b48b9f1557d63ddabbd058d53358538.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/B4_jpg.rf.8186255c657b76fe7debe72f817156df.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/B7_jpg.rf.3aaaf31f10ad2155826ae457bf071dc7.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/B7_jpg.rf.5bd193afaa9a84e4d25f4c5bd5af69c6.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/B7_jpg.rf.e7713c9076ea334909351a434187ef57.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/C-1-_jpeg.rf.197fc552e76eeea112522e4728639e08.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/C-1-_jpeg.rf.19c66edd272c582e8c770314fa7901fc.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/C-18-_jpeg.rf.68b41ed2bbdd9107460f6e555209c0fe.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/C-18-_jpeg.rf.b567e13336157dfb6a335300f5b11754.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/C-2-_jpeg.rf.131bd7d64316ec27539de67ea737c1ff.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/C-2-_jpeg.rf.664ea8519a7ead4e27c0f58dc187f986.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/C-24-_jpeg.rf.b499d9b1e9c4a822a2be2341f9292e7f.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/C-25-_jpeg.rf.88f8fa79360ec41042cff1e551d9ded5.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/C-25-_jpeg.rf.90816255f79c16c1e5efc78c745857a7.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/C-25-_jpeg.rf.9b5ce0a0e973e49acd07e096b92e05d9.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/C-26-_jpeg.rf.1dfdfc02ec02d23904fd321ee7d050ea.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/C-26-_jpeg.rf.ddcb86ec768d80d7cc551678a9de7e81.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/C-26-_jpeg.rf.e76061fd343b463c78afc611f80e3314.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/C-29-_jpeg.rf.289a490167ca9949055d0201cc4abab8.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/C-29-_jpeg.rf.8c9918e6b145ffd1147b53a8dd6a7382.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/C-29-_jpeg.rf.8e68346131a14b454f3d4223b7d7e9eb.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/C-30-_jpeg.rf.59e14a3be97cb2abb2323f61f9e61763.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/C-31-_jpeg.rf.14655e9422d80800e5975d5b47047c8f.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/C-32-_jpeg.rf.fa9dbe8d35dd3b5416d28c2643fd092f.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/C-33-_jpeg.rf.48f4f3aebf22a65055b46ea67867923c.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/C-34-_jpeg.rf.71815d64b2f2696f7b654b984677f833.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/C-35-_jpeg.rf.47a8937e8c49391adf03de664690ebb2.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/C-35-_jpeg.rf.4b601cb76d97b3744279eab2eea048a8.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/C-38-_jpeg.rf.4b21d672528a9ffc8d47b89ec30544e9.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/C-39-_jpeg.rf.9a5181f4eac1714b8c2ad9f12a7d1d15.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/C-39-_jpeg.rf.fac42a266015f7db01e8d3a6474d6a70.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/C-4-_jpeg.rf.1e2a33d694f43a4778d8f8e95380ceff.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/C-4-_jpeg.rf.6aca5289e79a8222be274ccc19940616.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/C-41-_jpeg.rf.e94f97ede719bac5d7f481208ecd664d.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/C-43-_jpeg.rf.68dd12398b495fb38916bb98d4e6a98d.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/C-44-_jpeg.rf.1a51634969ef9152306984c8f06837cd.jpg,no_hand_detected,1
train,/content/American-Language-1/train/images/C-44-_jpeg.rf.60363fe464aa09d03c7bb3a1bdd3fd9c.jpg,no_hand_detected,1
